"student_id","school_id","class_id","region","school_type","class_size","school_resources","class_climate_mean","age","grade","gender","ses","parent_edu","books_home","language_home","migration_background","special_education_support","gpa_t1","gpa_t2","gpa_t3","math_grade_t1","language_grade_t1","absences_t1","absences_t2","absences_t3","study_hours","screen_time","homework_completion","teacher_rating_effort","se1_t1","se2_t1","se3_t1","se4_t1","se5_t1","se1_t2","se2_t2","se3_t2","se4_t2","se5_t2","se1_t3","se2_t3","se3_t3","se4_t3","se5_t3","anx1_t1","anx2_t1","anx3_t1","anx4_t1","anx5_t1","anx6_t1","anx1_t2","anx2_t2","anx3_t2","anx4_t2","anx5_t2","anx6_t2","anx1_t3","anx2_t3","anx3_t3","anx4_t3","anx5_t3","anx6_t3","bel1_t1","bel2_t1","bel3_t1","bel4_t1","bel5_t1","bel1_t2","bel2_t2","bel3_t2","bel4_t2","bel5_t2","bel1_t3","bel2_t3","bel3_t3","bel4_t3","bel5_t3","mast1_t1","mast2_t1","mast3_t1","mast4_t1","mast5_t1","ts1_t1","ts2_t1","ts3_t1","ts4_t1","ts5_t1","abil1","abil2","abil3","abil4","abil5","abil6","abil7","abil8","abil9","abil10","abil11","abil12","att_acc","att_rt_inv","att_inhibit","att_switch","missing_any_t1","missing_any_t2","missing_any_t3","dropout_t2","dropout_t3","planned_missing_form"
1826,"S23","C090","North","vocational",23,-0.543,-0.856,16.3,11,"girl",-1.184,1,,"majority_language",0,0,7.1,,,6.2,7,4,,,5,3.1,2,44.7,4,5,3,4,3,,,,,,,,,,,2,3,3,2,3,2,,,,,,,,,,,,,4,4,3,3,4,,,,,,,,,,,2,2,3,3,1,1,2,4,3,5,1,1,0,1,1,1,0,0,0,0,0,0,0.803,-1.593,45.4,42,0,1,1,1,1,"C"
1827,"S23","C090","North","vocational",23,-0.543,-0.856,16.2,11,"boy",-1.066,2,3,"majority_language",0,0,6.5,7.3,,7.2,6.6,4,3,,5.5,3.7,1,47.8,5,4,4,3,,3,3,4,4,2,,,,,,3,2,2,3,5,2,1,3,1,,,,,,,,,,2,4,1,1,1,3,4,3,4,3,,,,,,5,4,,1,5,1,2,2,4,3,1,1,1,1,1,1,0,0,1,0,0,,0.699,1.825,47.6,61.2,1,1,1,0,1,"B"
1828,"S23","C090","North","vocational",23,-0.543,-0.856,16.2,11,"boy",-1.794,1,1,"other_language",1,0,6.9,7,7,6.6,5.8,3,2,3,6.2,3.8,1,34,4,1,3,2,4,3,3,4,2,3,3,4,3,4,4,3,2,2,3,3,2,2,,2,,,,,2,1,4,,2,3,3,3,5,2,3,2,4,3,4,4,5,4,,,3,2,3,2,1,3,2,,2,4,1,1,1,1,1,1,1,0,,0,0,0,0.792,-0.599,46.2,41,1,1,1,0,0,"B"
1829,"S23","C090","North","vocational",23,-0.543,-0.856,16.8,11,"girl",-0.687,3,4,"majority_language",0,0,7,7.1,6.8,6.2,6.8,2,5,14,6.1,2.9,2,62.5,2,3,4,5,3,5,4,4,,,2,5,4,4,5,1,1,1,2,1,1,2,2,3,1,1,3,3,1,4,,,,4,4,4,3,2,2,3,3,5,5,3,5,3,3,3,5,4,,5,4,3,2,2,2,4,0,1,0,1,0,1,0,0,1,0,0,0,0.599,0.655,47.1,42.7,1,1,1,0,0,"C"
1830,"S23","C090","North","vocational",23,-0.543,-0.856,16.4,11,"girl",-1.905,1,1,"majority_language",0,1,5.8,,,6,7.6,9,,,5,6.4,1,40.6,,3,4,4,4,,,,,,,,,,,3,3,3,,4,2,,,,,,,,,,,,,2,3,1,3,2,,,,,,,,,,,3,,3,5,2,3,3,4,1,2,1,1,0,1,1,0,1,0,0,0,,0,0.39,-1.317,40.2,38.1,1,1,1,1,1,"A"
1831,"S23","C091","North","vocational",14,-0.543,-1.176,17.7,12,"boy",-0.363,3,2,"other_language",0,0,5.9,6.3,6.2,7.1,6.9,2,11,2,4.1,6.4,3,54.1,4,5,5,4,4,3,4,3,1,3,3,4,2,4,3,2,2,2,2,2,1,1,3,2,2,3,1,3,2,1,2,2,2,1,2,3,2,4,1,3,1,2,2,3,4,4,3,4,3,2,2,3,3,3,2,3,5,3,1,0,0,1,1,,0,0,0,0,1,0,0.672,-1.02,40.6,35,1,0,0,0,0,"A"
1832,"S23","C091","North","vocational",14,-0.543,-1.176,17,12,"another_or_no_answer",-0.53,3,1,"majority_language",0,0,6.7,6.2,6.6,7,6.2,6,5,2,2.4,2.4,1,50.2,5,2,,3,2,3,3,4,4,3,,5,5,5,5,3,5,5,4,4,5,4,5,4,,,,4,3,4,,2,4,,2,1,4,2,3,3,3,2,2,2,,1,,,2,2,3,3,1,2,3,3,4,,1,1,0,0,0,1,0,0,0,1,0,0,0.639,-0.748,39,48.2,1,1,1,0,0,"B"
1833,"S23","C091","North","vocational",14,-0.543,-1.176,17.8,12,"boy",0.029,3,4,"majority_language",0,0,5.7,4.9,,6.6,6.3,8,3,,2.1,2.5,1,39.9,2,4,2,2,,1,1,2,,,,,,,,3,3,1,4,4,3,2,3,1,3,3,3,,,,,,,,3,3,2,2,3,4,3,1,3,,,,,,3,4,3,4,4,,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0.35,-1.217,31.7,43.4,1,1,1,0,1,"C"
1834,"S23","C091","North","vocational",14,-0.543,-1.176,16.9,12,"girl",0.184,2,3,"other_language",0,0,7.5,7.3,6.8,8.1,8.8,6,6,1,7.8,4.1,3,63,5,5,4,5,5,3,4,4,5,5,2,3,4,4,3,3,3,2,2,2,1,1,3,1,,,,3,2,2,2,2,2,4,3,5,3,2,3,3,4,3,3,2,5,3,,,4,4,5,5,5,3,2,3,2,3,1,1,1,1,0,0,0,1,0,1,0,0,0.75,1.439,69.4,53.8,0,1,1,0,0,"B"
1835,"S23","C091","North","vocational",14,-0.543,-1.176,17.6,12,"girl",-0.288,4,3,"other_language",0,0,7.6,8.6,6.9,7.7,7.4,7,4,5,7,2.3,5,53.2,,3,5,5,4,3,3,5,5,4,4,2,2,3,5,4,3,1,1,1,1,3,3,2,2,2,4,1,3,3,2,2,1,3,,4,3,3,4,5,5,5,4,,5,4,5,3,3,3,4,4,4,3,2,4,3,2,0,1,1,,0,1,0,1,1,0,1,0,0.808,0.393,54.8,55.7,1,0,1,0,0,"A"
1836,"S23","C091","North","vocational",14,-0.543,-1.176,17.7,12,"boy",-1.158,2,1,"other_language",0,0,5.3,6.5,6,6.2,6.6,11,4,6,4.5,3.8,2,43.5,2,4,4,2,2,4,4,4,4,4,3,2,2,3,2,,,2,1,2,2,1,3,3,,,,1,2,2,1,1,1,2,3,3,3,5,5,5,5,4,,3,4,2,,,3,,2,4,4,2,3,4,3,4,1,1,1,0,0,0,0,0,1,1,0,0,0.727,0.147,52.8,65.2,1,1,1,0,0,"B"
1837,"S23","C091","North","vocational",14,-0.543,-1.176,17.1,12,"boy",-2.86,1,1,"majority_language",0,0,5.7,,,5.9,6.5,6,,,4.1,5.5,2,42.3,2,4,,,3,,,,,,,,,,,3,3,2,3,,4,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,,,4,4,5,4,,,2,2,,5,0,0,0,1,0,0,,0,0,0,,0,0.663,-0.204,42.1,33.4,1,1,1,1,1,"B"
1838,"S23","C091","North","vocational",14,-0.543,-1.176,17.9,12,"girl",-1.862,1,1,"other_language",0,0,5.9,6.1,,5.5,7.4,6,8,,7.2,2.6,3,40.4,4,2,,4,2,4,3,5,,,,,,,,1,3,3,2,3,1,2,2,,3,2,3,,,,,,,4,2,3,4,4,3,5,3,3,5,,,,,,3,4,,5,,3,2,2,3,4,1,0,0,1,1,0,0,0,0,0,0,1,0.596,-0.916,47.6,24.7,1,1,1,0,1,"C"
1839,"S23","C091","North","vocational",14,-0.543,-1.176,16.7,12,"boy",0.776,4,1,"majority_language",0,0,8.3,8.6,,7.2,6.5,2,1,,7.3,1.5,4,54.5,5,5,3,5,5,5,5,5,5,3,,,,,,2,3,1,2,3,4,2,2,1,,,,,,,,,,3,3,4,3,2,1,3,3,2,1,,,,,,5,4,3,4,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0.795,-0.361,39.4,40.7,0,1,1,0,1,"B"
1840,"S23","C091","North","vocational",14,-0.543,-1.176,17.7,12,"girl",-2.126,3,1,"majority_language",1,0,6.2,,,6,6.7,3,,,6.6,3.9,2,48.9,5,4,5,3,2,,,,,,,,,,,3,2,3,3,4,2,,,,,,,,,,,,,4,1,2,3,4,,,,,,,,,,,4,3,2,3,2,3,,3,,3,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,1,"B"
1841,"S23","C091","North","vocational",14,-0.543,-1.176,17.5,12,"boy",-1.747,2,1,"other_language",0,0,5.8,5.6,6,5.7,6.4,1,3,7,9.3,3.8,2,43,3,4,3,3,3,2,5,4,,,3,4,3,5,4,,3,3,3,4,3,1,1,2,2,1,3,3,1,2,,,,3,3,1,5,4,1,2,1,1,1,3,3,1,3,3,4,4,2,3,2,1,2,,2,,0,0,0,0,0,1,0,0,0,0,1,1,0.742,-0.214,52.5,55.4,1,1,1,0,0,"C"
1842,"S23","C091","North","vocational",14,-0.543,-1.176,17.5,12,"boy",-1.262,1,1,"majority_language",1,0,5.1,,,5.2,6.1,13,,,3.1,4.5,2,36.9,3,4,1,4,2,,,,,,,,,,,3,3,2,4,4,,,,,,,,,,,,,,2,2,3,1,1,,,,,,,,,,,3,3,2,,3,3,2,1,2,4,1,1,1,1,0,0,1,0,0,0,0,0,0.726,-0.022,47.7,53.9,1,1,1,1,1,"C"
1843,"S23","C091","North","vocational",14,-0.543,-1.176,17.7,12,"boy",-0.623,2,2,"majority_language",0,0,6,6.7,6.9,6.9,7.6,9,6,3,4.3,2.7,2,47.4,5,4,3,5,5,4,4,3,4,5,3,1,3,2,3,1,1,1,1,1,1,2,3,1,4,2,,1,2,1,1,1,1,2,2,1,,,2,3,2,4,1,3,5,3,3,3,3,1,2,2,,2,1,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0.659,-0.547,35.4,38.5,1,1,0,0,0,"A"
1844,"S23","C091","North","vocational",14,-0.543,-1.176,16.9,12,"boy",0.204,2,5,"majority_language",0,0,6.6,6.6,,7.3,6.5,13,8,,9.4,2.9,3,39.8,4,3,,4,,3,,2,,3,,,,,,3,2,2,3,3,3,2,1,,3,2,2,,,,,,,2,3,4,1,2,3,2,5,5,4,,,,,,5,5,5,5,5,2,,,2,2,1,1,1,1,1,0,1,1,0,0,1,0,0.769,0.896,49.4,46.7,1,1,1,0,1,"A"
1845,"S23","C092","North","vocational",19,-0.543,0.31,16.9,11,"boy",0.176,5,1,"majority_language",0,0,7.7,6.8,,6.4,7.7,6,4,,2.1,3.3,5,58.7,,4,,4,4,,4,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,2,2,,,,,,,1,3,1,4,3,2,2,4,5,3,,,,,,5,3,4,4,5,3,4,3,5,5,1,0,0,0,0,0,0,0,0,,0,0,0.853,-0.24,67,77.2,1,1,1,0,1,"A"
1846,"S23","C092","North","vocational",19,-0.543,0.31,16.6,11,"girl",-1.671,1,1,"majority_language",0,0,6.2,,,6.5,7.4,1,,,5.4,5,1,42.8,,3,5,3,2,,,,,,,,,,,2,2,1,1,2,1,,,,,,,,,,,,,4,5,4,3,3,,,,,,,,,,,3,3,4,3,4,2,3,4,4,3,0,1,1,0,1,0,0,0,0,1,0,,0.568,-1.388,45.5,44.9,1,1,1,1,1,"A"
1847,"S23","C092","North","vocational",19,-0.543,0.31,17,11,"girl",0.386,4,4,"majority_language",0,0,6.2,5.9,6.1,5.8,7.8,3,8,6,4.3,1.7,4,40.5,2,2,4,3,3,5,5,4,5,5,5,4,,4,5,3,2,2,3,2,2,4,3,4,3,2,1,3,1,4,2,2,1,5,5,5,5,4,5,4,5,5,5,5,5,4,5,2,3,3,3,3,3,5,3,5,2,5,,0,0,0,1,1,0,0,0,0,0,0,0.823,0.596,45,47.3,1,0,1,0,0,"A"
1848,"S23","C092","North","vocational",19,-0.543,0.31,15.7,11,"boy",-1.48,1,1,"other_language",0,1,6.3,6.4,6.6,6.9,6.6,0,8,9,2.6,2.4,2,32.9,1,2,,3,2,2,,1,3,4,2,3,4,3,3,,3,2,4,5,3,1,2,1,,,,2,2,1,,2,2,5,4,5,3,5,3,4,3,4,,3,1,2,,,3,3,1,3,1,2,3,2,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0.505,0.384,39.6,38,1,1,1,0,0,"B"
1849,"S23","C092","North","vocational",19,-0.543,0.31,16.9,11,"girl",-0.145,3,2,"majority_language",0,0,6.9,7,7.4,6.9,6.7,1,2,3,10.8,1.1,5,58,5,5,5,4,4,5,4,5,,,4,3,5,5,4,1,2,2,2,1,1,2,3,3,,1,1,2,1,2,,,,5,5,5,3,5,5,5,5,,5,4,5,4,2,3,5,4,5,5,5,5,4,5,4,4,1,1,1,1,1,1,0,0,1,0,0,0,0.832,1.38,58.9,54.3,0,1,1,0,0,"C"
1850,"S23","C092","North","vocational",19,-0.543,0.31,16.2,11,"girl",-0.674,1,1,"majority_language",0,0,7.3,7.9,7.4,6.5,7.3,6,3,5,3.8,2.1,2,47.4,,3,5,4,4,,5,5,3,3,4,4,5,,4,2,1,4,1,2,2,1,,1,,,,3,2,3,2,3,2,,4,,4,3,3,4,5,4,4,3,3,5,,,3,3,3,2,2,3,2,4,3,3,1,,1,1,1,1,,1,1,1,0,0,0.877,0.03,78.1,42.6,1,1,1,0,0,"B"
1851,"S23","C092","North","vocational",19,-0.543,0.31,16.5,11,"girl",-2.437,,1,"other_language",0,0,5.8,6.2,6.6,6.8,6.5,6,5,6,8.9,3.7,3,44.1,2,2,3,3,2,5,5,4,2,4,2,4,4,2,2,1,1,1,1,2,2,1,3,2,2,4,3,2,2,3,1,4,2,5,5,5,5,5,5,5,5,5,4,5,,5,5,5,3,3,3,5,3,4,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0.76,-0.91,43.4,35.1,1,0,1,0,0,"A"
1852,"S23","C092","North","vocational",19,-0.543,0.31,16.7,11,"girl",-0.506,2,5,"majority_language",0,0,5.8,,,5.8,5.6,20,,,0,2.6,2,28.9,3,1,3,1,3,,,,,,,,,,,3,4,,5,,3,,,,,,,,,,,,,1,2,3,,2,,,,,,,,,,,1,,4,,2,2,4,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0.612,-1.329,45.6,26.8,1,1,1,1,1,"A"
1853,"S23","C092","North","vocational",19,-0.543,0.31,16.7,11,"boy",0.31,4,1,"majority_language",0,0,6.2,6.7,7.2,6.7,6.7,4,8,1,7.1,5,3,47.1,2,2,3,2,4,5,3,1,,,3,4,3,,2,,2,3,4,3,3,3,,3,3,4,3,3,3,2,,,,3,2,3,2,,3,2,4,4,3,4,5,4,4,4,4,3,3,5,3,3,2,2,4,2,1,1,1,1,1,0,0,0,1,0,0,0,0.856,1.347,55,58.2,1,1,1,0,0,"C"
1854,"S23","C092","North","vocational",19,-0.543,0.31,16.9,11,"girl",0.47,5,5,"majority_language",0,0,5.5,6.5,6.4,7.4,5.9,7,3,5,4,3.4,2,47.5,4,4,4,3,3,2,2,4,4,3,5,5,5,4,5,,3,3,3,3,3,2,,2,,,,3,2,2,1,1,4,3,4,,3,4,2,4,3,3,3,2,5,2,,,1,1,1,,2,2,2,3,2,3,1,1,1,0,1,,0,0,0,0,0,0,0.715,-0.17,51,60,1,1,1,0,0,"B"
1855,"S23","C092","North","vocational",19,-0.543,0.31,15.8,11,"girl",-0.021,2,4,"other_language",1,0,6.2,6.1,7.3,6.6,6.2,2,2,0,4.8,2.6,2,51.8,3,3,3,3,4,4,4,3,4,4,2,2,1,4,2,4,3,2,3,3,2,1,2,2,,,,1,1,1,1,2,1,3,4,5,5,5,5,5,4,5,4,5,4,5,,,3,2,3,3,4,4,3,,3,3,1,1,1,1,1,1,1,,0,0,0,1,0.609,-0.57,50.7,61.1,1,1,1,0,0,"B"
1856,"S23","C092","North","vocational",19,-0.543,0.31,16.9,11,"girl",-1.855,1,2,"other_language",1,0,6.3,,,6.4,7,2,,,9.8,8.5,5,53.3,2,4,5,5,4,,,,,,,,,,,3,1,1,2,2,2,,,,,,,,,,,,,3,5,3,5,3,,,,,,,,,,,2,3,3,3,3,2,4,2,3,2,0,1,1,1,0,0,0,0,0,1,0,0,0.908,0.007,50.1,57.2,0,1,1,1,1,"A"
1857,"S23","C092","North","vocational",19,-0.543,0.31,16.4,11,"boy",-0.17,4,4,"other_language",0,0,6.9,7,7,6.3,7.3,2,3,11,9.3,1.7,4,44.3,3,5,5,4,3,4,3,5,4,4,5,5,,3,3,,2,2,3,1,3,2,2,2,1,3,1,4,3,3,4,2,1,5,4,4,5,5,2,2,4,4,3,,3,2,4,1,4,5,4,5,4,4,4,,2,3,1,1,0,1,1,1,1,1,1,0,0,0,0.808,-0.887,40.7,46.8,1,0,1,0,0,"A"
1858,"S23","C092","North","vocational",19,-0.543,0.31,16.4,11,"girl",0.198,4,4,"majority_language",0,1,7.7,6,6.7,6.7,5.6,0,1,11,4.1,2.6,1,47.3,3,3,4,4,2,4,5,5,4,5,3,3,4,3,4,3,2,3,3,2,,3,3,1,,,,1,4,2,2,3,,5,3,5,5,2,3,3,5,3,5,3,4,3,,,,2,4,4,3,5,3,4,4,3,1,1,1,1,0,1,0,0,0,0,0,0,0.543,-0.607,44.6,55.1,1,1,1,0,0,"B"
1859,"S23","C092","North","vocational",19,-0.543,0.31,16.4,11,"boy",0.28,4,4,"other_language",0,0,6.3,6,6,6.6,6.7,5,1,6,8.7,1.4,4,42.2,2,4,3,3,3,1,3,3,3,3,3,2,2,1,2,3,1,3,3,4,,2,,1,,,,2,2,2,1,3,3,3,5,4,2,3,5,5,5,5,5,5,4,5,,,4,3,4,4,2,2,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0.746,-1.668,56.5,36.8,1,1,1,0,0,"B"
1860,"S23","C092","North","vocational",19,-0.543,0.31,16.2,11,"boy",-0.548,3,3,"other_language",0,0,6.3,6.9,6.8,6.8,6.3,8,5,0,4.7,3.3,4,51.5,4,5,5,5,4,5,4,4,5,3,4,4,4,5,5,1,1,1,1,1,1,2,1,2,,,,1,1,2,,2,2,5,5,5,3,5,3,3,4,4,3,5,,4,,,5,,4,5,4,5,5,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.491,-1.034,27.2,32.9,1,1,1,0,0,"B"
1861,"S23","C092","North","vocational",19,-0.543,0.31,17,11,"boy",-1.162,2,4,"majority_language",0,0,6.3,5.9,6,7.5,6.2,8,2,2,0,4.5,2,45.6,3,4,2,3,3,4,5,4,2,2,2,5,4,3,5,2,3,2,3,2,2,2,2,1,1,2,2,2,1,2,1,4,3,4,3,3,4,4,3,3,3,3,5,5,4,2,4,3,3,5,4,3,2,3,2,2,2,3,1,1,1,,1,0,0,0,0,0,1,1,0.807,-0.044,40.4,47,1,0,0,0,0,"A"
1862,"S23","C092","North","vocational",19,-0.543,0.31,17,11,"girl",-0.911,1,5,"majority_language",0,0,6.9,6,6.8,6.8,6.5,1,2,2,6.7,2.9,4,43,4,2,2,3,4,4,3,2,,,3,3,3,3,1,2,,1,2,2,3,,2,2,1,2,1,3,1,2,,,,4,3,3,2,2,2,3,4,4,2,3,5,2,4,3,4,4,5,2,4,1,2,3,5,3,0,0,0,1,0,0,1,0,1,0,0,0,0.815,-0.794,56.1,41.4,1,1,1,0,0,"C"
1863,"S23","C092","North","vocational",19,-0.543,0.31,17,11,"boy",0.375,3,4,"majority_language",1,0,6.1,5.9,6.8,6.4,7.1,8,6,1,4.6,2.9,2,46,3,5,5,4,2,4,5,4,,4,4,2,5,2,4,1,3,2,2,3,3,1,1,1,2,1,2,1,3,1,3,2,1,2,4,4,4,4,5,5,4,,4,4,4,5,4,5,2,2,4,4,2,4,5,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0.727,-0.974,50.5,48.7,0,1,0,0,0,"A"
1864,"S24","C093","South","technical",20,-0.754,0.056,17.6,12,"girl",0.219,2,1,"majority_language",0,0,5.8,5,,6.8,8.5,6,2,,1.9,2.2,2,49.8,,2,2,,1,3,3,4,3,5,,,,,,4,2,3,5,3,,2,1,4,,,,,,,,,,4,3,2,2,5,4,4,4,4,5,,,,,,4,4,3,2,4,1,2,3,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0.892,0.073,67.9,46.5,1,1,1,0,1,"B"
1865,"S24","C093","South","technical",20,-0.754,0.056,17.5,12,"girl",0.515,5,3,"majority_language",0,0,7.1,7.3,7.5,7.3,7.4,1,10,2,7.3,2.7,2,47.2,3,3,3,3,3,3,1,3,,,2,4,3,3,5,2,1,2,1,3,1,2,1,2,1,2,1,2,2,1,,,,3,4,3,2,3,4,3,3,4,5,4,5,4,5,4,4,5,4,5,,4,3,2,5,3,1,1,0,1,1,0,0,1,1,1,0,1,0.76,0.306,73.7,70.8,1,1,1,0,0,"C"
1866,"S24","C093","South","technical",20,-0.754,0.056,17.8,12,"boy",0.965,5,2,"majority_language",1,1,6.3,,,6.6,6.2,7,,,5.1,1,2,37.8,3,2,4,2,3,,,,,,,,,,,1,3,,4,4,1,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,,,3,4,3,4,3,4,3,2,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0.804,-1.422,56,54.4,1,1,1,1,1,"B"
1867,"S24","C093","South","technical",20,-0.754,0.056,17.3,12,"girl",-0.007,2,3,"majority_language",0,0,7.2,6,6.3,7.2,7.6,0,1,8,1.8,3.7,1,53.5,4,3,2,2,1,2,1,3,,,1,1,1,4,1,3,1,1,1,3,1,1,1,2,2,2,,1,1,1,,,,5,,5,5,3,4,4,4,5,3,5,5,4,4,4,,2,4,3,3,3,3,2,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0.68,-0.482,57.7,61,1,1,1,0,0,"C"
1868,"S24","C093","South","technical",20,-0.754,0.056,17.5,12,"boy",-1.044,4,1,"majority_language",1,0,5.4,5.4,5.7,5.5,6.3,19,12,15,3.8,2.7,1,42.6,,3,3,4,4,3,3,3,3,,3,4,,4,2,5,5,4,5,5,5,5,4,3,5,5,4,4,2,2,3,4,3,2,,3,,,,1,2,2,,1,,,1,1,2,1,2,2,3,2,4,2,3,,0,1,1,0,1,0,0,0,0,0,0,0,0.35,-1.66,24.1,24.6,1,1,1,0,0,"A"
1869,"S24","C093","South","technical",20,-0.754,0.056,17.1,12,"girl",0.311,4,4,"majority_language",0,0,7.2,6.2,,7.1,6.2,1,0,,6.6,4.8,5,49.4,5,5,5,5,4,5,4,2,5,5,,,,,,2,1,1,1,2,1,1,2,1,,,,,,,,,,2,3,3,2,2,1,2,2,1,3,,,,,,3,4,1,3,4,4,2,3,2,3,0,1,1,1,0,1,0,0,0,0,0,0,0.897,1.145,55.8,58.5,0,1,1,0,1,"B"
1870,"S24","C093","South","technical",20,-0.754,0.056,16.4,12,"boy",0.286,3,2,"other_language",0,0,6.3,7.4,7.3,6.4,7.7,3,8,0,5,2,3,46.5,4,5,5,5,5,3,3,5,,,3,4,4,5,4,2,2,1,3,2,1,1,,1,1,1,1,1,1,1,,,,5,4,4,3,5,4,4,3,5,4,4,4,5,5,5,5,5,5,4,,3,,4,3,2,1,1,0,0,0,1,,,1,0,0,0,0.682,-0.845,51.4,41.2,1,1,1,0,0,"C"
1871,"S24","C093","South","technical",20,-0.754,0.056,16.9,12,"boy",-1.72,1,1,"majority_language",0,0,7.2,6.8,6.9,6.6,5.8,3,5,3,4.4,2.3,4,54.8,5,5,5,3,,5,5,,5,5,4,4,4,4,4,1,1,2,2,2,1,3,1,1,,,,3,1,2,2,3,2,4,4,4,4,5,4,5,5,4,4,4,4,5,,,4,5,5,5,4,3,5,4,5,5,1,0,1,0,0,,0,0,0,0,0,0,0.353,-2.02,20,47.6,1,1,1,0,0,"B"
1872,"S24","C093","South","technical",20,-0.754,0.056,17.7,12,"another_or_no_answer",-1.241,2,1,"majority_language",0,1,5.8,6.4,,6.9,7.7,1,5,,4,2.3,1,49.7,4,4,5,3,,3,3,3,3,3,,,,,,2,1,1,3,2,1,1,2,1,,,,,,,,,,4,5,3,4,5,3,4,5,5,3,,,,,,4,2,4,3,3,4,5,4,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0.803,1.578,50.8,49.3,1,1,1,0,1,"B"
1873,"S24","C093","South","technical",20,-0.754,0.056,17.1,12,"girl",0.472,3,5,"majority_language",0,0,6.3,5.8,6.3,6.1,7.2,6,0,3,4.3,2.6,3,57,5,3,4,3,,4,2,4,,,5,3,5,4,5,1,1,4,1,,1,4,3,3,2,2,3,1,2,1,,,,4,4,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,3,5,3,5,1,5,4,1,0,0,0,1,1,0,0,1,1,0,0,0.786,0.907,66.8,47.3,1,1,1,0,0,"C"
1874,"S24","C093","South","technical",20,-0.754,0.056,17.7,12,"girl",-1.339,1,1,"majority_language",1,0,6.9,6.4,6.2,6.4,6.7,1,0,4,4.7,1.6,1,39.9,2,2,3,5,2,3,,2,5,5,,2,2,4,4,3,4,4,4,3,,1,1,1,,,,1,2,2,2,1,1,4,5,2,3,3,3,3,4,2,2,3,3,2,,,3,3,2,3,4,2,2,2,3,1,1,1,,1,1,0,0,0,0,1,1,1,,,,,1,1,1,0,0,"B"
1875,"S24","C093","South","technical",20,-0.754,0.056,17.1,12,"boy",-0.766,2,1,"majority_language",0,0,5.3,4.9,4.9,5.4,6.7,19,11,4,4.9,2.4,2,44.6,,2,2,4,2,3,3,3,3,3,2,2,1,1,2,2,2,3,3,4,3,3,4,,2,4,3,2,,1,2,2,2,1,3,3,3,3,3,4,2,3,4,3,3,3,1,2,2,,4,2,3,2,3,4,3,2,1,0,1,1,0,0,0,0,0,,0,0,0.581,-1.148,50.3,29.9,1,1,1,0,0,"A"
1876,"S24","C093","South","technical",20,-0.754,0.056,17.5,12,"boy",0.426,4,4,"majority_language",0,0,6.7,6.7,7.2,7.2,6.5,1,1,4,6.5,2.5,2,57.8,4,4,3,5,4,4,3,4,5,3,4,3,4,5,5,4,5,1,1,2,2,3,2,1,,,,4,5,2,2,3,3,3,2,3,5,2,4,3,5,5,5,5,5,5,,,,4,4,2,2,4,4,4,4,4,1,0,,0,1,0,1,0,0,0,0,0,0.781,-0.446,42.4,49.7,1,1,1,0,0,"B"
1877,"S24","C093","South","technical",20,-0.754,0.056,17.2,12,"boy",-0.135,1,4,"majority_language",0,0,6.1,6.6,,5.9,6.5,1,1,,4.3,3.5,2,49,3,2,1,3,3,2,4,2,3,3,,,,,,3,2,1,2,4,3,3,3,,,,,,,,,,,3,2,4,2,3,3,4,5,2,1,,,,,,3,4,4,,3,4,2,2,5,,1,0,0,0,0,0,0,0,0,0,0,0,0.859,0.157,61.7,47.3,1,1,1,0,1,"B"
1878,"S24","C093","South","technical",20,-0.754,0.056,17.7,12,"boy",-2.36,1,1,"majority_language",0,0,4.7,4.7,,6.6,5,4,10,,3.5,6.7,3,38.7,2,1,,1,3,3,2,3,,,,,,,,4,3,4,2,3,4,3,3,2,1,4,3,,,,,,,2,2,2,4,2,3,1,2,2,2,,,,,,2,4,2,2,1,2,4,2,2,2,0,,,0,,0,1,0,0,0,0,,0.497,-0.286,33.5,44.2,1,1,1,0,1,"C"
1879,"S24","C093","South","technical",20,-0.754,0.056,17.6,12,"girl",0.246,3,3,"other_language",0,0,6.5,7.3,6.6,7.8,8.6,1,13,1,4,1.9,3,53.9,5,5,,4,4,2,4,4,5,5,3,5,4,4,4,5,3,2,2,,3,2,3,2,,,,3,3,3,4,2,2,2,3,4,4,2,1,2,4,5,1,1,4,3,,,3,3,4,3,3,5,2,,4,4,1,1,1,1,1,1,1,0,1,0,1,0,0.9,0.312,68.2,56,1,1,1,0,0,"B"
